song_id,artist_familiarity,artist_hotttnesss,artist_id,artist_mbid,artist_playmeid,artist_7digitalid,artist_latitude,artist_longitude,artist_location,artist_name,release,release_7digitalid,song_hotttnesss,title,track_7digitalid,similar_artists,artist_terms,artist_terms_freq,artist_terms_weight,analysis_sample_rate,audio_md5,danceability,duration,end_of_fade_in,energy,key,key_confidence,loudness,mode,mode_confidence,start_of_fade_out,tempo,time_signature,time_signature_confidence,track_id,segments_start,segments_confidence,segments_pitches,segments_timbre,segments_loudness_max,segments_loudness_max_time,segments_loudness_start,sections_start,sections_confidence,beats_start,beats_confidence,bars_start,bars_confidence,tatums_start,tatums_confidence,artist_mbtags,artist_mbtags_count,year
"SOZKFHV12A6D4F996F",0.6559214175882668,0.5783016335967479,"AR9W3X91187FB3994C",401c3991-b76b-499d-8082-9f2df958ef78,-1,1015,,,"Chiswick London England","Phil Collins","Face Value",40836,0.5968407035530287,"b"I'm Not Moving"",435053,,,,,22050,94140bb72a9af248be44b3bdf0b985de,0.0,0.0,0.107,0.0,5,0.682,-15.433,0,0.672,136.615,100.042,4,0.753,TRARIRG128F147FC96,,,,,,,,,,,,,,,,,,1981
"SOSRIVF12AB017DF0E",0.45567977854361785,0.34369744996261,"ARWNRBH1187B9B7E68",0ac4021c-ccbc-4a86-a565-83364ef51e42,-1,244020,48.88437,2.26934,"Neuilly-sur-Seine France","Philippe Sarde","Princesses / Un Fr\xc3\xa8re",498055,nan,"Grand Fr\xc3\xa8re",5516194,,,,,22050,aaa8ceac491a51fe9680da1300291135,0.0,0.0,2.688,0.0,0,0.516,-23.178,0,0.536,522.606,137.658,4,0.056,TRARIMG128F931B45A,,,,,,,,,,,,,,,,,,0
"SOIDSPL12AB0182DF0",0.553104832920521,0.36035044785399334,"AR6TD9K1187B9A207D",f5625c87-5a62-4b3b-a375-fe08a71acddc,21155,9253,35.00459,-91.25019,"Cotton Plant AR","Sister Rosetta Tharpe & Marie","Backline Volume 47",443078,nan,"Up Above My Head",4918629,,,,,22050,c8d839b4723521f7e70da08889ec53a3,0.0,0.0,0.281,0.0,9,0.425,-7.386,0,0.41,144.08,80.893,4,0.0,TRARIPU128F92FA1E1,,,,,,,,,,,,,,,,,,2004
"SOPVMQT12A679C8040",0.8345640982768509,0.5533936630558898,"ARBUOOR1187B997391",ecf9f3a3-35e9-4c58-acaa-e707fba45060,1196,8329,,,"Manchester England","Oasis","Supersonic",15862,nan,"Columbia",167811,,,,,22050,d955fe20663f2ebd0800f28d660aeab3,0.0,0.0,0.096,0.0,2,0.046,-7.588,1,0.392,314.921,100.146,4,1.0,TRARIWH128E079349F,,,,,,,,,,,,,,,,,,0
"SOIAZJL12A6D4F854E",0.7730756764142954,0.5867299132778079,"ARMI8BW1187FB57B2E",98b67ebc-5606-4cdb-9787-47b12cceb101,872,298,,,"New York NY","Kiss","Asylum",33541,0.5384224029706356,"Radar For Love",359919,,,,,22050,1a8a8ec10ae240f8315fd2280e5fddd3,0.0,0.0,0.078,0.0,9,0.87,-8.021,1,0.637,225.216,99.761,1,0.0,TRARIIY128F147187D,,,,,,,,,,,,,,,,,,0
"SOCPFDY12AB018300D",0.7493178009614533,0.48165586241245567,"ARUI8651187B9ACF52",72c090b6-a68e-4cb9-b330-85278681a714,17190,10249,,,"Garnant Wales","John Cale","b"Paris s'\xc3\xa9veille"",397182,nan,"Antarctica Starts Here",4408094,,,,,22050,62a4628355e96891307c778aa0c66e10,0.0,0.0,0.45,0.0,5,0.785,-20.172,1,0.609,183.664,110.1,4,1.0,TRARIZK128F92FF27A,,,,,,,,,,,,,,,,,,1973
"SOVOTBC12A6D4F696A",0.6811302418484678,0.4533990832902461,"AROATPL1187FB48E12",f6b037df-35e8-4ef5-b59c-5634de1b44d4,32564,16919,34.16788,-111.9307,"Arizona","UFO","Strangers In The Night (Remaster)",267742,nan,"Out In The Street (Live) (2008 Digital Remaster)",2944491,,,,,22050,282f08e45e8f7774be65bb5fd167cc45,0.0,0.0,0.0,0.0,2,0.977,-6.763,1,0.761,314.174,131.5,4,0.071,TRARINE128F4280B9C,,,,,,,,,,,,,,,,,,0
"SOOQCOC12A8C132A5A",0.5545485497819551,0.411545813621729,"AR531IG1187FB59B35",b7aa3a81-01f7-4603-905f-8de902528ba9,-1,106482,,,"CANADA - Ontario","Back Door Slam","Roll Away",555515,0.6248335335556564,"Heavy On My Mind (Album Version)",6141531,,,,,22050,68f652b850735c52fa774b5d47aee8d6,0.0,0.0,0.0,0.0,3,0.515,-4.325,0,0.573,312.041,92.971,4,0.285,TRARIMP128F933D217,,,,,,,,,,,,,,,,,,2007
"SOQYSAU12AB018263A",0.5034672212029974,0.22879205843535128,"ARYZ1NG1187FB3FD40",afffc967-b360-42b2-9073-f987bfe294fe,-1,344528,50.63718,3.06281,"Lille France","Cool cavemen","Multipolar",465192,nan,"Everyone make love",5176104,,,,,22050,6b0b729a59e5b606674702b1682ae706,0.0,0.0,0.062,0.0,10,0.784,-5.976,0,0.698,231.422,93.715,5,0.826,TRARIKA128F9335A8C,,,,,,,,,,,,,,,,,,0
"SOKLGLN12A8C13D204",0.6125430036687035,0.45966046322159376,"ARXP7MQ1187FB3AC5F",2b0d81ce-1d0e-4097-91b3-c1f0cb045a2c,19881,10872,,,"LOWELL","Dave Hollister","Witness Protection",305855,0.42744657148843085,"Calm Da Seas",3459612,,,,,22050,5e7f73930ac9e2aa0fe36f480f71b0e8,0.0,0.0,0.0,0.0,11,0.242,-5.193,1,0.438,249.406,117.936,4,1.0,TRARNCP128F42AB2B0,,,,,,,,,,,,,,,,,,2008
"SOMMPRY12A8C131C5C",0.48592128572111515,0.3531562974667231,"ARXJSHW1187B9A2A52",cdf09cd2-59e0-4953-839f-bea3bbb07b1b,40720,66941,25.72898,-80.23742,"Miami FL","Nestor Torres","Mi Alma Latina (My Latin Soul)",596660,0.2652136277654528,"Ran Kan Kan",6621040,,,,,22050,ff18657e5134daa3c254310dcb00f6e1,0.0,0.0,0.661,0.0,7,0.383,-5.648,1,0.416,186.41,78.843,7,0.758,TRARNJN12903CE49F8,,,,,,,,,,,,,,,,,,0
"SORDYIS12A6D4F64EC",0.6332206239096116,0.4102474074764877,"ARCT5P61187FB3D950",8af64037-6d26-4d24-afd8-7e085abb01b1,5858,1563,,,"United States","The Impressions","The Impressions",77566,nan,"I Found You",814145,,,,,22050,784bfabc9087b26b220e1b7a6b16cc54,0.0,0.0,3.477,0.0,1,0.607,-16.489,1,0.701,198.565,121.896,4,0.507,TRARNAS128EF355915,,,,,,,,,,,,,,,,,,1963
"SOFIYUN12AB0184842",0.200729608076517,0.0,"ARSQFIK11F50C4D038",7ccdb27f-13cb-424a-93ce-316a6f059fdd,-1,338734,,,"","Casa Bulga","Afraid Of Change",569832,nan,"Afraid Of Change (Tribal Vocal Mix)",6313980,,,,,22050,fb27e9a4f5a3e387f48dfd6a4b5b29f8,0.0,0.0,0.322,0.0,10,0.596,-7.327,0,0.604,398.803,0.0,3,1.0,TRARNIL12903C9A9C8,,,,,,,,,,,,,,,,,,2003
"SOIHVVZ12A8C138E9D",0.528835697897188,0.3431334973952383,"AR7OCK81187B98D1F1",989d5fb7-b71e-4573-8cec-6bfacc9b131e,80791,80148,34.05349,-118.24532,"Los Angeles CA","Debbie Davies","Love The Game",597476,0.3347065490692206,"Grow Up_ Grow Old",6631451,,,,,22050,cb3d796775c6e1ee5cb4637e5aae965b,0.0,0.0,0.0,0.0,0,0.73,-7.961,1,0.66,260.725,107.183,1,0.0,TRARNKQ12903CE7299,,,,,,,,,,,,,,,,,,0
"SOJIRAY12A8C141F8B",0.46705418466605936,0.37455792647989944,"ARUG6DV1187B992475",0b0ded52-3918-4bb0-b5fc-1d1e6b4334bc,213914,188636,33.45081,-90.645,"Indianola MS","Willie Clayton","b"Willie Clayton's Greatest Hits - Midnight Doctor"",373463,0.26355950970100545,"Walk Away From Love",4158052,,,,,22050,f993971fb51231a568dffb207db328c9,0.0,0.0,0.189,0.0,10,0.675,-10.646,1,0.563,250.729,105.863,4,1.0,TRARNAJ128F92CD7F9,,,,,,,,,,,,,,,,,,0
"SOMGMSS12A8C13492A",0.7788358274024846,0.570106511951141,"ARAZCWP129462A97F1",ed2ac1e9-d51d-4eff-a2c2-85e81abd6360,237,19,,,"","Bob Marley & The Wailers","Mystic Mixes - An Exclusive Remix Collection",196996,nan,"Rainbow Country (Red Gold And Green Version)",2140785,,,,,22050,bbbc7b4f36a274d57c6df7967147baa2,0.0,0.0,0.0,0.0,8,0.269,-5.308,0,0.521,250.491,152.99,4,0.42,TRARNZA128F424EC6A,,,,,,,,,,,,,,,,,,2001
"SOMAFQT12A8AE47E8D",0.6117882539472937,0.33672684140890796,"AR202MX1187B9B0383",4910c255-cd1c-4f3e-a2c1-6e419b162220,17301,34985,,,"","Tanto Metro & Devonte","Riddim Driven: Celebration",185842,0.0,"Strange Things",2013839,,,,,22050,1a4dfc522708c86bd1614653521f30bd,0.0,0.0,0.108,0.0,7,0.147,-6.712,1,0.474,158.197,104.465,4,1.0,TRARNBZ128F4238CF7,,,,,,,,,,,,,,,,,,2004
"SOSNDGZ12AB017D82F",0.5236534084935914,0.34843419690439803,"ARCLJQZ11E2835CE37",209311f4-f9c2-4e44-95c4-f7708f9cc10f,16951,128317,37.80506,-122.27302,"Oakland CA","Alvin Youngblood Hart","b"Screamin' and Hollerin' The Blues"",620938,0.3347065490692206,"b"Screamin' & Hollerin' The Blues"",6897506,,,,,22050,15928c0aa2987b2e1e767d41bc8fc4cb,0.0,0.0,0.334,0.0,3,0.0,-9.186,1,0.094,195.587,111.523,1,0.0,TRARNZV128F930CDFB,,,,,,,,,,,,,,,,,,0
"SOOOCMS12A8C1413F3",0.36347553470080324,0.0,"ARBY23A1187B9A82E4",92d0242d-c47d-4e2b-915d-4f875a07c91f,149466,323208,,,"","Naseebo Lal","Ronde Ne Nain",473571,nan,"Dholna Dholna",5261027,,,,,22050,fc735dac87d6883d5302b2574f588d68,0.0,0.0,0.462,0.0,7,0.857,-12.746,1,0.681,367.961,151.983,4,0.203,TRARNMW128F92DE2D4,,,,,,,,,,,,,,,,,,0
"SOHJXBB12A8C1437B7",0.5672788711826817,0.40517835890761195,"AREOGMA1187B9908EF",d13d9feb-b7c7-49f4-9b72-65e29a16aa24,14246,50205,37.77916,-122.42005,"San Francisco CA","Hot Tuna","LIVE AT SWEETWATER II",521693,nan,"Parchman Farm",5767054,,,,,22050,6c59a5bc7cf4e0b8b74efb00cc13a3a6,0.0,0.0,0.0,0.0,1,0.979,-9.989,0,0.711,461.714,138.512,4,0.661,TRARGZR128F92E28D6,,,,,,,,,,,,,,,,,,2004
"SOIKPOX12A58A7BA0B",0.9089842956402567,0.562506672288816,"ARBNXYA1187FB51C50",2f522f5c-111c-4ce8-8bd0-d82e97c227ad,2007,8862,18.22328,-66.42889,"Puerto Rico","Daddy Yankee","El Cartel: The Big Boss",106394,0.48711219486346274,"A Lo Clasico",1103893,,,,,22050,9f1c27852a8120c0b5ff1b075473dc5d,0.0,0.0,0.0,0.0,4,0.085,-4.13,0,0.39,230.946,91.026,4,1.0,TRARGBM128F428F65E,,,,,,,,,,,,,,,,,,2007
"SONTYQS12AB017F461",0.48769397159097466,0.34197680383144013,"ARFERPC1187FB557F6",be28eefe-4995-400b-94d0-4f4edbf8d092,63902,17520,,,"","Hacken Lee","De Xin Ying Shou Yan Chang Hui 2006",337157,nan,"Zhi Xiang Ni hui Yi",3774385,,,,,22050,abb4e227b5a670a1e3a369dbbad5ece7,0.0,0.0,0.0,0.0,7,0.699,-15.198,1,0.75,424.829,124.984,3,0.989,TRARGCC128F92F34B7,,,,,,,,,,,,,,,,,,0
"SOVZOZW12AB018881A",0.47772473249197345,0.299705214086752,"ARD3ICK1187B9A56C9",96a5d12b-6f2e-4679-be43-ce0cc5146da6,-1,7565,,,"","Jimmy Riley","Love Canticle",568312,0.0,"Amaze",6292664,,,,,22050,613727306df6f8b629e85090d695f920,0.0,0.0,0.351,0.0,1,0.0,-6.895,1,0.167,206.391,159.943,4,0.0,TRARGDO12903C956AA,,,,,,,,,,,,,,,,,,0
"SOYMQQN12A58A7D293",0.5146242649672889,0.36951156516797784,"ARHQYFB1187FB4AECF",e883be93-9ba5-44f0-a207-6d5d8cd656b6,-1,419542,,,"","The Cortinas","b"Please Don't Hit Me"",565748,0.2884816426560289,"Radio Rape",6262703,,,,,22050,feade083787d6319f8aba58666afd1ac,0.0,0.0,0.0,0.0,4,0.861,-7.687,1,0.954,205.851,134.985,3,0.884,TRARGLY128F935AAD5,,,,,,,,,,,,,,,,,,1978
"SOKRTAB12A8C1371C9",0.66395286324226,0.3920757801423852,"ARCMYSA1187FB4A8E8",1a576d57-4b7c-4f22-a51e-fe403c0103c4,9117,66709,,,"Brooklyn NY","Masta Ace Incorporated","b"Sittin' On Chrome"",94942,0.5675917250423912,"b"Ain't No Game"",993315,,,,,22050,97ff7b0eddb2228835aa6ad1237366d7,0.0,0.0,0.0,0.0,11,0.111,-7.687,1,0.295,295.157,88.12,5,0.722,TRARGTV128F4274FB6,,,,,,,,,,,,,,,,,,1995
"SOMZNFA12A6D4F8A2A",0.45528726198025693,0.20639450482725655,"ARRLCY71187B9A0FC6",1d15a111-061d-48a2-bfe7-d352ec11d5f0,-1,27095,,,"","Jongo Trio","Jongo Trio",37893,nan,"Cavaleiro De Aruanda",405282,,,,,22050,a4f028c5353100306498090aeb655bdf,0.0,0.0,0.345,0.0,2,0.192,-8.151,1,0.487,144.776,144.581,4,0.0,TRARZIV128F147AADB,,,,,,,,,,,,,,,,,,0
"SOIGFAH12A8AE4697D",0.5637486273655298,0.3395324203493744,"ARB78VW1187B98F81C",8347fcf6-d073-4fa4-99b8-5f545fee39de,-1,7764,,,"","George Nooks","RIDDIM DRIVEN - SLOW DOWN THE PACE",185812,nan,"TELL ME WHY",2013425,,,,,22050,122887af2fe28663fe4b16ff864205cf,0.0,0.0,0.067,0.0,7,0.0,-7.398,1,0.198,215.638,152.172,4,0.816,TRARZMX128F4238B5A,,,,,,,,,,,,,,,,,,0
"SOGLXHC12A58A7C184",0.6165648063444212,0.4174057975201058,"ARJE0KX1187FB53E82",f6f76069-e47f-4f19-bee5-b6f1dd3afb2c,5257,45249,,,"","Energy","Energy",59397,nan,"Czwarty",614585,,,,,22050,dd7065ca5de976f31d12006a42b35bcb,0.0,0.0,0.355,0.0,2,0.112,-5.941,1,0.282,291.73,87.512,4,0.761,TRARZOS128F14A1E17,,,,,,,,,,,,,,,,,,0
"SOSMUXL12A8C136808",0.47161281018282714,0.2916990799372148,"ARASWKT1187B9923B7",835b510b-73e6-4ce5-b878-9ab7941e0cd0,66307,115770,38.62774,-90.19951,"St. Louis MO","Felix Slatkin/Concert Arts Symphonic Band","The Military Band - Salute to the Services",154001,nan,"Washington Post (1998 Digital Remaster)",1609336,,,,,22050,e623c5562df31d495b760dd08d250ec0,0.0,0.0,0.0,0.0,5,0.348,-15.019,1,0.462,146.994,124.056,4,0.0,TRARZFN128F42680B8,,,,,,,,,,,,,,,,,,0
"SOYBJJE12A8C13CC79",0.571926730797233,0.368446211679491,"ARM7UY51187B993E17",42b5af45-312e-4dc1-ad0c-84dea2d5dcb2,46262,20027,40.71455,-74.00712,"New York NY","Eddie Palmieri","Eddie Palmieri/Lala Rodrigues/Ismael Quintana - Gold 1973-1976",248450,nan,"No Pienses Asi",2821896,,,,,22050,4e39601768d86da0fededb7867c54e6a,0.0,0.0,0.388,0.0,10,0.414,-17.886,0,0.464,254.409,153.309,1,0.0,TRARZBQ128F42649A6,,,,,,,,,,,,,,,,,,1973
"SOQKFHB12AB0186B13",0.6749702930475524,0.42495308411251165,"ARZS5VW1187FB567E8",a7412cd0-e0b8-4fa1-8d24-75bb92a84946,1695,516,,,"","William Orbit","Pieces In A Modern Style",768978,0.5040343408054411,"Cavalleria Rusticana",8515140,,,,,22050,0e499d4f8644ce03c4545d43abaf9812,0.0,0.0,0.287,0.0,5,0.64,-21.82,1,0.705,187.96,131.281,4,0.887,TRARZBX12903CD70DA,,,,,,,,,,,,,,,,,,2000
"SOYPBEP12A8AE4853A",0.8926886114037278,0.830356766356765,"ARXOTQH1187FB57084",e1009244-1bf4-4a4c-889e-0db83b9be08f,2729,17428,,,"Fairfax California","Chris Brown","Forever",279702,nan,"Forever",3119614,,,,,22050,7aeb3f43e24b56623c6f7cb2934290b0,0.0,0.0,0.2,0.0,11,0.712,-2.991,1,0.463,383.089,85.322,1,0.169,TRARZKD128F425D64D,,,,,,,,,,,,,,,,,,0
